1960.0	6.0	0.093	71.51
1960.0	7.0	-0.716	49.61
1960.0	8.0	0.148	41.76
1960.0	9.0	-0.093	59.78
1960.0	10.0	0.279	90.97
1960.0	11.0	0.432	85.26
1960.0	12.0	-0.104	100.0
1961.0	1.0	0.607	98.5
1961.0	2.0	0.18	98.7
1961.0	3.0	0.071	93.1
1961.0	4.0	0.246	79.37
1961.0	5.0	-0.432	81.97
1961.0	6.0	0.06	55.94
1961.0	7.0	-0.388	50.39
1961.0	8.0	0.202	48.64
1961.0	9.0	-0.104	40.12
1961.0	10.0	0.191	63.04
1961.0	11.0	0.475	60.51
1961.0	12.0	0.552	78.72
1962.0	1.0	0.169	71.37
1962.0	2.0	0.333	76.43
1962.0	3.0	-0.005	71.25
1962.0	4.0	-0.038	56.46
1962.0	5.0	-0.126	41.84
1962.0	6.0	-0.443	41.24
1962.0	7.0	-0.016	35.28
1962.0	8.0	0.027	39.86
1962.0	9.0	0.333	45.13
1962.0	10.0	0.355	53.8
1962.0	11.0	0.344	77.54
1962.0	12.0	0.115	80.02
1963.0	1.0	0.311	81.28
1963.0	2.0	0.596	73.58
1963.0	3.0	0.005	66.06
1963.0	4.0	0.388	59.46
1963.0	5.0	-0.5080001	59.49
1963.0	6.0	-0.552	51.9
1963.0	7.0	-0.858	35.21
1963.0	8.0	-0.596	39.65
1963.0	9.0	0.06	31.9
1963.0	10.0	0.071	61.56
1963.0	11.0	0.224	88.25
1963.0	12.0	0.279	96.46
1964.0	1.0	0.322	83.94
1964.0	2.0	0.18	89.05
1964.0	3.0	0.126	92.97
1964.0	4.0	0.082	98.29
1964.0	5.0	0.126	99.79
1964.0	6.0	-0.213	94.01
1964.0	7.0	-0.235	87.06
1964.0	8.0	0.169	80.46
1964.0	9.0	0.388	74.86
1964.0	10.0	0.519	67.18
1964.0	11.0	0.126	73.85
1964.0	12.0	0.41	80.15
1965.0	1.0	0.738	69.45
1965.0	2.0	0.443	50.39
1965.0	3.0	0.596	31.68
1965.0	4.0	-0.137	31.25
1965.0	5.0	-0.486	23.11
1965.0	6.0	-0.377	11.32
1965.0	7.0	0.268	8.96
1965.0	8.0	-0.169	6.03
1965.0	9.0	-0.213	11.7
1965.0	10.0	-0.191	34.63
1965.0	11.0	0.377	58.31
1965.0	12.0	0.126	58.66
1966.0	1.0	0.311	72.62
1966.0	2.0	0.388	85.76
1966.0	3.0	0.388	94.29
1966.0	4.0	0.18	92.76999
1966.0	5.0	-0.333	93.18
1966.0	6.0	0.049	89.32
1966.0	7.0	-0.082	81.63
1966.0	8.0	0.191	71.44
1966.0	9.0	0.399	66.42
1966.0	10.0	0.093	80.02
1966.0	11.0	0.005	76.52
1966.0	12.0	0.366	77.51
1967.0	1.0	0.333	67.73001
1967.0	2.0	0.377	50.52
1967.0	3.0	0.071	48.97
1967.0	4.0	-0.158	50.64
1967.0	5.0	-0.541	38.73
1967.0	6.0	-0.683	30.79
1967.0	7.0	-0.683	23.75
1967.0	8.0	-0.344	26.28
1967.0	9.0	-0.301	36.67
1967.0	10.0	0.202	68.91001
1967.0	11.0	-0.126	97.39
1967.0	12.0	0.082	96.1
1968.0	1.0	0.115	90.3
1968.0	2.0	0.464	84.92
1968.0	3.0	0.104	91.41001
1968.0	4.0	-0.18	92.54
1968.0	5.0	-0.672	98.04
1968.0	6.0	0.104	99.96
1968.0	7.0	-0.486	88.83
1968.0	8.0	0.093	83.07
1968.0	9.0	0.279	86.32
1968.0	10.0	0.104	99.83
1968.0	11.0	0.18	96.62
1968.0	12.0	0.475	99.94
1969.0	1.0	0.53	96.89
1969.0	2.0	0.661	85.12
1969.0	3.0	0.355	77.97
1969.0	4.0	-0.344	67.38
1969.0	5.0	-0.038	44.5
1969.0	6.0	0.235	26.72
1969.0	7.0	0.486	13.25
1969.0	8.0	0.169	10.64
1969.0	9.0	0.333	23.83
1969.0	10.0	0.137	29.18
1969.0	11.0	0.169	26.91
1969.0	12.0	0.333	20.09
1970.0	1.0	0.705	22.33
1970.0	2.0	0.377	22.07
1970.0	3.0	0.585	26.2
1970.0	4.0	-0.126	29.81
1970.0	5.0	-0.213	30.1
1970.0	6.0	0.148	24.25
1970.0	7.0	-0.126	25.3
1970.0	8.0	-0.344	23.5
1970.0	9.0	-0.5080001	35.62
1970.0	10.0	0.279	52.11
1970.0	11.0	0.082	56.79
1970.0	12.0	0.355	69.09
1971.0	1.0	0.082	86.64
1971.0	2.0	0.574	99.28
1971.0	3.0	0.355	98.48001
1971.0	4.0	-0.257	98.45
1971.0	5.0	-0.377	94.76999
1971.0	6.0	-0.344	93.58
1971.0	7.0	-0.65	78.07
1971.0	8.0	-0.093	66.88
1971.0	9.0	-0.137	77.04
1971.0	10.0	0.115	88.72
1971.0	11.0	0.705	94.88
1971.0	12.0	0.399	99.67
1972.0	1.0	0.366	100.0
1972.0	2.0	0.366	99.9
1972.0	3.0	0.038	96.91001
1972.0	4.0	-0.268	66.88
1972.0	5.0	0.322	52.39
1972.0	6.0	0.082	40.61
1972.0	7.0	0.082	30.65
1972.0	8.0	0.06	32.04
1972.0	9.0	0.268	45.28
1972.0	10.0	0.421	35.0
1972.0	11.0	0.77	35.62
1972.0	12.0	0.803	36.98
1973.0	1.0	0.661	39.89
1973.0	2.0	0.716	36.88
1973.0	3.0	0.628	30.85
1973.0	4.0	0.191	19.33
1973.0	5.0	0.53	13.26
1973.0	6.0	0.18	11.12
1973.0	7.0	-0.464	9.140001
1973.0	8.0	0.279	8.21
1973.0	9.0	0.355	10.76
1973.0	10.0	0.202	10.43
1973.0	11.0	0.552	13.75
1973.0	12.0	0.617	37.91
1974.0	1.0	0.104	41.85
1974.0	2.0	0.224	44.67
1974.0	3.0	0.432	50.57
1974.0	4.0	-0.213	50.34
1974.0	5.0	-0.967	49.54
1974.0	6.0	-1.0	56.93
1974.0	7.0	-0.432	60.16
1974.0	8.0	-0.683	57.47
1974.0	9.0	-0.5080001	71.68
1974.0	10.0	-0.137	97.28
1974.0	11.0	0.082	62.09
1974.0	12.0	-0.06	59.97
1975.0	1.0	0.333	51.18
1975.0	2.0	0.355	51.48
1975.0	3.0	0.388	66.08
1975.0	4.0	-0.06	86.39
1975.0	5.0	-0.202	93.58
1975.0	6.0	0.005	99.9
1975.0	7.0	-0.115	93.86
1975.0	8.0	0.137	82.82
1975.0	9.0	0.454	84.83999
1975.0	10.0	0.388	89.51
1975.0	11.0	0.738	86.89
1975.0	12.0	0.77	87.15
1976.0	1.0	0.803	78.47
1976.0	2.0	0.836	55.93
1976.0	3.0	0.65	41.27
1976.0	4.0	0.005	19.66
1976.0	5.0	-0.366	9.439999
1976.0	6.0	0.071	4.66
1976.0	7.0	-0.005	2.36
1976.0	8.0	-0.454	1.72
1976.0	9.0	0.191	3.32
1976.0	10.0	0.432	12.13
1976.0	11.0	0.683	16.81
1976.0	12.0	0.388	24.3
1977.0	1.0	0.235	52.42
1977.0	2.0	-0.093	58.05
1977.0	3.0	0.475	59.42
1977.0	4.0	-0.082	57.52
1977.0	5.0	-0.617	60.13
1977.0	6.0	-0.093	64.68
1977.0	7.0	-0.071	74.94
1977.0	8.0	0.432	69.73001
1977.0	9.0	0.421	77.11
1977.0	10.0	0.497	97.93
1977.0	11.0	0.454	98.74
1977.0	12.0	0.596	98.88
1978.0	1.0	0.552	90.41001
1978.0	2.0	0.607	77.86
1978.0	3.0	0.464	61.48
1978.0	4.0	-0.301	47.66
1978.0	5.0	-0.77	30.74
1978.0	6.0	-0.65	20.11
1978.0	7.0	-0.694	12.08
1978.0	8.0	-0.137	8.97
1978.0	9.0	-0.464	20.03
1978.0	10.0	-0.246	71.54
1978.0	11.0	0.169	97.51999
1978.0	12.0	-0.202	95.14
1979.0	1.0	0.082	92.22
1979.0	2.0	0.607	80.09
1979.0	3.0	-0.158	74.59
1979.0	4.0	-0.454	83.66001
1979.0	5.0	-0.781	87.36
1979.0	6.0	-0.388	96.63
1979.0	7.0	0.18	93.36
1979.0	8.0	0.06	94.7
1979.0	9.0	-0.5080001	99.66001
1979.0	10.0	-0.268	91.6
1979.0	11.0	0.224	89.98001
1979.0	12.0	0.115	99.39
1980.0	1.0	0.399	99.46
1980.0	2.0	0.027	99.37
1980.0	3.0	0.016	99.51999
1980.0	4.0	-0.377	96.64
1980.0	5.0	-0.18	89.55
1980.0	6.0	-0.038	68.67
1980.0	7.0	-0.202	65.02
1980.0	8.0	0.137	61.82
1980.0	9.0	0.093	76.92
1980.0	10.0	-0.279	80.17
1980.0	11.0	-0.038	77.48001
1980.0	12.0	0.235	82.34
1981.0	1.0	0.169	74.11
1981.0	2.0	0.399	69.03
1981.0	3.0	0.158	79.48001
1981.0	4.0	-0.541	78.76
1981.0	5.0	-0.628	67.55
1981.0	6.0	0.027	59.98
1981.0	7.0	-0.738	44.35
1981.0	8.0	-0.913	41.18
1981.0	9.0	-0.027	71.53
1981.0	10.0	0.071	95.51999
1981.0	11.0	-0.126	93.48001
1981.0	12.0	0.049	98.18
1982.0	1.0	0.454	70.48001
1982.0	2.0	0.301	77.63
1982.0	3.0	-0.005	88.11
1982.0	4.0	-0.093	93.15
1982.0	5.0	-0.224	99.01
1982.0	6.0	-0.213	93.31
1982.0	7.0	-0.311	81.21
1982.0	8.0	-0.235	79.63
1982.0	9.0	-0.322	80.67
1982.0	10.0	0.322	85.63
1982.0	11.0	0.093	88.66001
1982.0	12.0	0.115	93.65
1983.0	1.0	0.77	95.49
1983.0	2.0	0.607	98.26999
1983.0	3.0	-0.158	86.19
1983.0	4.0	-0.235	79.69
1983.0	5.0	-0.202	72.26
1983.0	6.0	-0.333	35.06
1983.0	7.0	-0.158	20.98
1983.0	8.0	-0.224	29.67
1983.0	9.0	-0.355	42.09
1983.0	10.0	0.005	52.96
1983.0	11.0	0.454	69.45
1983.0	12.0	0.41	76.86
1984.0	1.0	0.519	86.19
1984.0	2.0	0.541	96.0
1984.0	3.0	0.301	96.07
1984.0	4.0	-0.574	86.85
1984.0	5.0	-0.344	76.66001
1984.0	6.0	-0.279	61.47
1984.0	7.0	-0.716	46.26
1984.0	8.0	-0.869	40.15
1984.0	9.0	-0.596	72.59
1984.0	10.0	-0.29	85.17
1984.0	11.0	-0.454	91.74
1984.0	12.0	-0.246	99.22
1985.0	1.0	-0.607	76.55
1985.0	2.0	-0.563	64.17
1985.0	3.0	-0.235	69.2
1985.0	4.0	-0.246	70.37
1985.0	5.0	-0.399	79.55
1985.0	6.0	-0.333	74.79
1985.0	7.0	-0.53	70.9
1985.0	8.0	-0.049	78.86
1985.0	9.0	0.158	84.28
1985.0	10.0	0.115	83.43
1985.0	11.0	0.322	85.55
1985.0	12.0	0.115	80.17
1986.0	1.0	0.049	90.82
1986.0	2.0	0.454	99.39
1986.0	3.0	0.158	99.18
1986.0	4.0	-0.421	89.1
1986.0	5.0	-0.268	82.18
1986.0	6.0	-0.311	77.64
1986.0	7.0	-0.115	55.93
1986.0	8.0	-0.322	49.73
1986.0	9.0	-0.322	70.12
1986.0	10.0	0.126	79.2
1986.0	11.0	0.333	87.83
1986.0	12.0	0.519	88.2
1987.0	1.0	0.399	94.83
1987.0	2.0	0.519	98.66001
1987.0	3.0	0.432	94.83999
1987.0	4.0	0.355	83.06
1987.0	5.0	-0.126	61.42
1987.0	6.0	-0.5080001	47.47
1987.0	7.0	-0.388	31.81
1987.0	8.0	0.388	22.95
1987.0	9.0	0.071	17.87
